data,media,pico,fator
2016-10-13,12942.333333333334,14080.0,0.9191998106060606
2016-10-14,12718.75,13874.0,0.9167327374945942
2016-10-15,11746.5,12938.0,0.9079069407945587
2016-10-16,11606.791666666666,13728.0,0.8454830759518259
2016-10-17,13807.0,16098.0,0.8576841843707292
2016-10-18,14038.541666666666,16022.0,0.876204073565514
2016-10-19,14089.0,16102.0,0.8749844739783877
2016-10-20,13617.083333333334,15301.0,0.8899472801341961
2016-10-21,12949.125,14081.0,0.91961685959804
2016-10-22,11999.0,13086.0,0.9169341280758062
2016-10-23,11804.208333333334,13073.0,0.9029456385935389
2016-10-24,12814.625,14200.0,0.9024383802816901
2016-10-25,13389.416666666666,14972.0,0.894297132424971
2016-10-26,13522.833333333334,14963.0,0.9037514758626836
2016-10-27,13345.375,14469.0,0.9223425945124059
2016-10-28,13074.083333333334,14333.0,0.9121665620130701
2016-10-29,12134.25,13078.0,0.9278368252026303
2016-10-30,11541.708333333334,13139.0,0.8784312606235889
2016-10-31,12950.916666666666,14151.0,0.9151944503333097
2016-11-01,13322.0,14885.0,0.8949949613705073
2016-11-02,13317.416666666666,15014.0,0.8869999111939967
2016-11-03,13114.75,14337.0,0.914748552695822
2016-11-04,12806.916666666666,14008.0,0.9142573291452503
2016-11-05,12261.75,13553.0,0.9047258909466539
2016-11-06,12047.75,13178.0,0.9142320534223706
2016-11-07,13420.041666666666,14879.0,0.9019451352017385
2016-11-08,13512.958333333334,14828.0,0.9113136183796422
2016-11-09,13609.166666666666,15257.0,0.8919949312883704
2016-11-10,14159.416666666666,15848.0,0.8934513292949688
2016-11-11,13681.5,14957.0,0.9147222036504646
2016-11-12,13210.416666666666,14461.0,0.9135202729179632
2016-11-13,13289.583333333334,14585.0,0.911181579248086
2016-11-14,14640.708333333334,16621.0,0.8808560455648478
2016-11-15,14426.875,16502.0,0.8742500908980729
2016-11-16,14009.291666666666,15665.0,0.8943052452388551
2016-11-17,13934.416666666666,15929.0,0.8747828907443447
2016-11-18,13452.125,15004.0,0.8965692482004799
2016-11-19,13384.041666666666,15566.0,0.8598253672534155
2016-11-20,14419.5,16182.0,0.8910826844642195
2016-11-21,15730.958333333334,17180.0,0.9156553162592161
2016-11-22,15896.333333333334,17809.0,0.892601119284257
2016-11-23,15305.541666666666,16899.0,0.9057069451841332
2016-11-24,12148.75,13702.0,0.8866406364034447
2016-11-25,12370.541666666666,13789.0,0.8971311673556216
2016-11-26,13104.666666666666,14447.0,0.9070856694584803
2016-11-27,13524.291666666666,14944.0,0.9049981040328337
2016-11-28,14873.541666666666,16217.0,0.9171574068364473
2016-11-29,13803.958333333334,15066.0,0.9162324660383203
2016-11-30,13746.583333333334,15249.0,0.9014744136227513
2016-12-01,14889.416666666666,16622.0,0.8957656519472185
2016-12-02,15458.25,16934.0,0.9128528404393528
2016-12-03,14434.791666666666,15529.0,0.9295377465816643
2016-12-04,14279.666666666666,16005.0,0.8922003540560242
2016-12-05,15108.541666666666,16624.0,0.9088391281681103
2016-12-06,15702.5,17096.0,0.9184897051941975
2016-12-07,15610.5,17114.0,0.9121479490475634
2016-12-08,16817.125,18911.0,0.8892774046851039
2016-12-09,17770.916666666668,19079.0,0.9314385799395497
2016-12-10,16853.416666666668,17874.0,0.9429012345679013
2016-12-11,15828.583333333334,16997.0,0.9312574768096331
2016-12-12,15836.333333333334,17563.0,0.9016872592002126
2016-12-13,16492.708333333332,17773.0,0.9279642341379245
2016-12-14,17156.0,18878.0,0.9087827100328425
2016-12-15,19246.625,21293.0,0.9038944723618091
2016-12-16,19561.0,21194.0,0.9229498914787204
2016-12-17,15788.0,16918.0,0.933207234897742
2016-12-18,14945.666666666666,17657.0,0.8464442808329086
2016-12-19,17811.458333333332,19354.0,0.9202985601598291
2016-12-20,18080.125,20366.0,0.887760237650987
2016-12-21,17110.208333333332,19087.0,0.8964325631756344
2016-12-22,15903.708333333334,17049.0,0.9328235282616771
2016-12-23,15518.208333333334,16967.0,0.9146112060666785
2016-12-24,13265.833333333334,14076.0,0.9424434024817657
2016-12-25,12179.375,13026.0,0.9350049900199601
2016-12-26,12242.375,13568.0,0.9022976857311321
2016-12-27,13476.041666666666,15498.0,0.8695342409773303
2016-12-28,14898.583333333334,16567.0,0.8992927707691999
2016-12-29,14844.625,16408.0,0.9047187347635299
2016-12-30,15584.083333333334,16837.0,0.9255855160262122
2016-12-31,14979.375,15699.0,0.9541610930632525
2017-01-01,13072.75,13997.0,0.9339679931413875
2017-01-02,13478.583333333334,14995.0,0.898871846170946
2017-01-03,14456.666666666666,16011.0,0.902920908542044
2017-01-04,15641.958333333334,18277.0,0.8558274516240812
2017-01-05,18105.375,19497.0,0.9286236344052932
2017-01-06,18707.666666666668,19935.0,0.9384332413677787
2017-01-07,18748.791666666668,20031.0,0.9359888006922604
2017-01-08,18945.208333333332,20257.0,0.9352425499004459
2017-01-09,19590.416666666668,21614.0,0.9063762684679684
2017-01-10,17432.958333333332,18815.0,0.926545752502436
2017-01-11,15563.375,17155.0,0.9072209268434859
2017-01-12,14392.0,15656.0,0.9192641798671436
2017-01-13,15113.833333333334,16462.0,0.9181043210626494
2017-01-14,14723.166666666666,15800.0,0.9318459915611814
2017-01-15,14149.083333333334,15498.0,0.9129618875553835
2017-01-16,15255.041666666666,16535.0,0.9225909686523536
2017-01-17,14610.416666666666,15767.0,0.926645314052557
2017-01-18,14785.791666666666,16343.0,0.9047171062024516
2017-01-19,15216.25,16819.0,0.9047059872762947
2017-01-20,14461.375,15985.0,0.9046840788238975
2017-01-21,12891.375,13758.0,0.9370093763628434
2017-01-22,12295.541666666666,13850.0,0.8877647412755716
2017-01-23,14428.125,16300.0,0.8851610429447853
2017-01-24,15152.833333333334,16456.0,0.9208090260897748
2017-01-25,14862.458333333334,16892.0,0.8798519022811587
2017-01-26,15467.083333333334,17424.0,0.8876884374043466
2017-01-27,16730.041666666668,17971.0,0.9309466176988853
2017-01-28,15610.25,16674.0,0.9362030706489145
2017-01-29,15086.375,16964.0,0.8893170832350861
2017-01-30,17173.0,18695.0,0.9185878577159668
2017-01-31,16404.333333333332,18221.0,0.9002981907323051
2017-02-01,15445.541666666666,16873.0,0.9153998498587487
2017-02-02,16124.625,17863.0,0.9026829200022393
2017-02-03,17208.916666666668,18558.0,0.9273044868340699
2017-02-04,16685.916666666668,18636.0,0.8953593403448523
2017-02-05,14494.041666666666,15328.0,0.9455924886917189
2017-02-06,15143.083333333334,17964.0,0.8429683440955986
2017-02-07,14051.25,15290.0,0.9189829954218444
2017-02-08,14326.333333333334,16171.0,0.8859274833549771
2017-02-09,16904.208333333332,19291.0,0.8762743420938952
2017-02-10,17463.625,19692.0,0.8868385638838107
2017-02-11,13688.708333333334,14793.0,0.925350390950675
2017-02-12,12408.791666666666,14365.0,0.8638212089569555
2017-02-13,15168.625,17174.0,0.8832319203447071
2017-02-14,15534.416666666666,17376.0,0.8940156921424186
2017-02-15,15629.916666666666,17232.0,0.9070285902197461
2017-02-16,16364.25,18143.0,0.9019594333902883
2017-02-17,14809.833333333334,17319.0,0.8551205804800124
2017-02-18,12824.041666666666,13992.0,0.9165267057366113
2017-02-19,12189.541666666666,13542.0,0.9001286122187762
2017-02-20,13984.291666666666,15720.0,0.8895859838846479
2017-02-21,13722.875,15164.0,0.9049640596148774
2017-02-22,13582.75,14820.0,0.9165148448043184
2017-02-23,13437.333333333334,14531.0,0.9247356226917166
2017-02-24,13111.625,14301.0,0.9168327389693028
2017-02-25,12827.291666666666,15007.0,0.8547538926278847
2017-02-26,13831.625,15121.0,0.9147295152437008
2017-02-27,15041.166666666666,16615.0,0.9052763567057879
2017-02-28,14634.541666666666,16359.0,0.8945865680461316
2017-03-01,13479.25,14957.0,0.9012001069733235
2017-03-02,15126.0,16805.0,0.9000892591490628
2017-03-03,15974.083333333334,17385.0,0.918842872207842
2017-03-04,15212.0,16530.0,0.9202661826981247
2017-03-05,13922.0,15364.0,0.9061442332725853
2017-03-06,14497.541666666666,15852.0,0.9145559971402136
2017-03-07,14013.25,15196.0,0.9221670176362201
2017-03-08,14046.708333333334,15733.0,0.8928181741138583
2017-03-09,14087.583333333334,16109.0,0.8745163159310531
2017-03-10,14854.291666666666,16478.0,0.9014620504106485
2017-03-11,15198.958333333334,16349.0,0.9296567578037394
2017-03-12,14708.565217391304,15831.0,0.9290989335728194
2017-03-13,16282.208333333334,18578.0,0.8764241755481395
2017-03-14,17157.0,19258.0,0.8909024820853672
2017-03-15,18382.5,20694.0,0.8883009567990722
2017-03-16,17116.833333333332,19899.0,0.8601856039666984
2017-03-17,16864.25,18926.0,0.8910625594420374
2017-03-18,14078.75,14901.0,0.9448191396550567
2017-03-19,13611.0,14893.0,0.9139192909420533
2017-03-20,15226.958333333334,17649.0,0.8627660679547472
2017-03-21,14066.791666666666,15509.0,0.9070082962580867
2017-03-22,14689.916666666666,16538.0,0.8882523078163421
2017-03-23,15345.125,18287.0,0.8391275222835894
2017-03-24,13651.666666666666,15546.0,0.8781465757536773
2017-03-25,11765.458333333334,12681.0,0.9278020923691612
2017-03-26,11606.916666666666,13151.0,0.8825881428535218
2017-03-27,13129.5,14521.0,0.9041732663039735
2017-03-28,13322.791666666666,14490.0,0.9194473199907982
2017-03-29,13404.0,14503.0,0.9242225746397297
2017-03-30,13592.791666666666,14781.0,0.9196124529237986
2017-03-31,13350.0,14554.0,0.9172736017589667
2017-04-01,12569.208333333334,13625.0,0.9225107033639144
2017-04-02,12040.416666666666,12886.0,0.934379688550882
2017-04-03,13381.333333333334,14486.0,0.9237424639882186
2017-04-04,13266.916666666666,14269.0,0.9297719999065573
2017-04-05,13384.916666666666,14493.0,0.923543549759654
2017-04-06,13849.791666666666,15948.0,0.8684343909372125
2017-04-07,14718.25,16406.0,0.8971260514445935
2017-04-08,12897.791666666666,14429.0,0.8938798022500981
2017-04-09,11910.041666666666,12844.0,0.9272844648603757
2017-04-10,13136.75,14499.0,0.9060452444996207
2017-04-11,13179.208333333334,14484.0,0.9099149636380374
2017-04-12,12967.666666666666,13895.0,0.9332613649994003
2017-04-13,13001.791666666666,13972.0,0.9305605258135318
2017-04-14,12194.541666666666,13101.0,0.9308099890593593
2017-04-15,11618.458333333334,12915.0,0.8996096270486514
2017-04-16,11400.291666666666,12817.0,0.8894664638110842
2017-04-17,12955.708333333334,14496.0,0.8937436764164828
2017-04-18,13090.208333333334,14214.0,0.9209376905398434
2017-04-19,13267.333333333334,14648.0,0.9057436737666121
2017-04-20,13784.75,15525.0,0.8879066022544283
2017-04-21,13067.416666666666,14301.0,0.9137414633009346
2017-04-22,11865.041666666666,12859.0,0.9227032947092827
2017-04-23,11660.375,13000.0,0.8969519230769231
2017-04-24,13140.041666666666,14245.0,0.9224318474318474
2017-04-25,13244.916666666666,14378.0,0.9211932582185747
2017-04-26,13665.25,15639.0,0.8737930813990664
2017-04-27,13336.125,14535.0,0.9175180598555212
2017-04-28,13030.208333333334,14382.0,0.9060080888147222
2017-04-29,12469.833333333334,14072.0,0.8861450634830397
2017-04-30,12555.25,14761.0,0.8505690671363729
2017-05-01,13298.0,14609.0,0.910260798138134
2017-05-02,12654.125,13632.0,0.9282662118544601
2017-05-03,12643.083333333334,13556.0,0.9326558965279828
2017-05-04,12929.833333333334,14007.0,0.9230979748221128
2017-05-05,12976.083333333334,14182.0,0.9149685046772905
2017-05-06,11879.958333333334,12682.0,0.9367574777900437
2017-05-07,11561.625,12712.0,0.9095047986154814
2017-05-08,13295.541666666666,14841.0,0.8958656200166206
2017-05-09,13404.291666666666,14411.0,0.9301430620128143
2017-05-10,13377.583333333334,14638.0,0.9138942023045044
2017-05-11,13381.125,14589.0,0.9172064569195969
2017-05-12,12797.0,13889.0,0.9213766289869681
2017-05-13,11719.916666666666,12420.0,0.9436325818572195
2017-05-14,11488.666666666666,13336.0,0.8614777044591081
